"spotifyId","genreTop","sentiment","totalWords","totalSentiment","percentSentiment","totalCommentWords","totalCommentSentiment","percentCommentSentiment","totalWords_song","totalSentiment_song","totalWords_comment","totalSentiment_comment","song_percent","comment_percent"
"1c5933EOm7iYCsbVLHNxq7","hip hop","anticipation",0,0,0,16,5,0.3125,2983,393,1380,250,0.131746563861884,0.181159420289855
"1c5933EOm7iYCsbVLHNxq7","hip hop","fear",0,0,0,16,1,0.0625,2814,381,1264,147,0.135394456289979,0.11629746835443
"1c5933EOm7iYCsbVLHNxq7","hip hop","joy",0,0,0,16,4,0.25,2938,410,1371,229,0.139550714771954,0.167031363967907
"1c5933EOm7iYCsbVLHNxq7","hip hop","surprise",0,0,0,16,1,0.0625,2836,197,1315,107,0.0694640338504937,0.0813688212927757
"1c5933EOm7iYCsbVLHNxq7","hip hop","trust",0,0,0,16,5,0.3125,2953,383,1385,223,0.129698611581443,0.16101083032491
"1CeizRCGEYPWooEeVfmyFL","hip hop","anger",50,2,0.04,14,1,0.0714285714285714,2746,451,1232,152,0.164238892935178,0.123376623376623
"1CeizRCGEYPWooEeVfmyFL","hip hop","anticipation",50,11,0.22,0,0,0,2983,393,1380,250,0.131746563861884,0.181159420289855
"1CeizRCGEYPWooEeVfmyFL","hip hop","disgust",50,2,0.04,14,1,0.0714285714285714,2839,269,1201,113,0.0947516731243396,0.0940882597835137
"1CeizRCGEYPWooEeVfmyFL","hip hop","fear",50,4,0.08,14,1,0.0714285714285714,2814,381,1264,147,0.135394456289979,0.11629746835443
"1CeizRCGEYPWooEeVfmyFL","hip hop","joy",50,14,0.28,14,5,0.357142857142857,2938,410,1371,229,0.139550714771954,0.167031363967907
"1CeizRCGEYPWooEeVfmyFL","hip hop","sadness",50,4,0.08,14,4,0.285714285714286,2802,515,1309,189,0.183797287651677,0.144385026737968
"1CeizRCGEYPWooEeVfmyFL","hip hop","surprise",50,6,0.12,14,1,0.0714285714285714,2836,197,1315,107,0.0694640338504937,0.0813688212927757
"1CeizRCGEYPWooEeVfmyFL","hip hop","trust",50,7,0.14,14,1,0.0714285714285714,2953,383,1385,223,0.129698611581443,0.16101083032491
"1cgBWgoL6520lR2QZDzdGN","pop","anticipation",83,24,0.289156626506024,10,2,0.2,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"1cgBWgoL6520lR2QZDzdGN","pop","joy",83,24,0.289156626506024,10,3,0.3,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"1cgBWgoL6520lR2QZDzdGN","pop","surprise",83,20,0.240963855421687,10,3,0.3,7019,701,5820,627,0.0998717766063542,0.107731958762887
"1cgBWgoL6520lR2QZDzdGN","pop","trust",83,13,0.156626506024096,10,2,0.2,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"1cgBWgoL6520lR2QZDzdGN","pop","disgust",83,2,0.0240963855421687,0,0,0,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"1cPf2khrcp6iRfTGFisSoS","rock","anticipation",0,0,0,12,3,0.25,5107,825,4337,738,0.161542980223223,0.170163707632004
"1cPf2khrcp6iRfTGFisSoS","rock","fear",0,0,0,12,1,0.0833333333333333,4766,725,3942,508,0.152119177507344,0.128868594622019
"1cPf2khrcp6iRfTGFisSoS","rock","joy",0,0,0,12,3,0.25,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1cPf2khrcp6iRfTGFisSoS","rock","sadness",0,0,0,12,1,0.0833333333333333,4961,768,4285,582,0.154807498488208,0.135822637106184
"1cPf2khrcp6iRfTGFisSoS","rock","surprise",0,0,0,12,1,0.0833333333333333,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1cPf2khrcp6iRfTGFisSoS","rock","trust",0,0,0,12,3,0.25,5165,775,4153,720,0.150048402710552,0.173368649169275
"1cyftogE58xHzSgb77zcsn","rock","anticipation",66,7,0.106060606060606,20,2,0.1,5107,825,4337,738,0.161542980223223,0.170163707632004
"1cyftogE58xHzSgb77zcsn","rock","joy",66,10,0.151515151515152,20,4,0.2,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1cyftogE58xHzSgb77zcsn","rock","trust",66,11,0.166666666666667,20,3,0.15,5165,775,4153,720,0.150048402710552,0.173368649169275
"1cyftogE58xHzSgb77zcsn","rock","surprise",66,32,0.484848484848485,20,1,0.05,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1cyftogE58xHzSgb77zcsn","rock","disgust",66,3,0.0454545454545455,20,2,0.1,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1cyftogE58xHzSgb77zcsn","rock","sadness",66,3,0.0454545454545455,20,4,0.2,4961,768,4285,582,0.154807498488208,0.135822637106184
"1cyftogE58xHzSgb77zcsn","rock","anger",0,0,0,20,2,0.1,4616,583,3964,426,0.126299826689775,0.107467204843592
"1cyftogE58xHzSgb77zcsn","rock","fear",0,0,0,20,2,0.1,4766,725,3942,508,0.152119177507344,0.128868594622019
"1d4fH9BBbKwZmq2CJynsuL","others","joy",85,13,0.152941176470588,21,5,0.238095238095238,5672,1445,2675,563,0.254760225669958,0.210467289719626
"1d4fH9BBbKwZmq2CJynsuL","others","anticipation",85,12,0.141176470588235,21,4,0.19047619047619,5642,882,2647,453,0.156327543424318,0.171137136380808
"1d4fH9BBbKwZmq2CJynsuL","others","surprise",85,1,0.0117647058823529,21,2,0.0952380952380952,5072,420,2403,269,0.082807570977918,0.111943404078236
"1d4fH9BBbKwZmq2CJynsuL","others","trust",85,13,0.152941176470588,21,2,0.0952380952380952,5662,1134,2629,493,0.200282585658778,0.187523773297832
"1d4fH9BBbKwZmq2CJynsuL","others","fear",85,18,0.211764705882353,21,2,0.0952380952380952,5023,494,2321,260,0.0983476010352379,0.11202068074106
"1d4fH9BBbKwZmq2CJynsuL","others","sadness",85,18,0.211764705882353,21,2,0.0952380952380952,5319,573,2464,271,0.107727016356458,0.109983766233766
"1d4fH9BBbKwZmq2CJynsuL","others","anger",85,8,0.0941176470588235,21,3,0.142857142857143,4616,430,2307,255,0.0931542461005199,0.110533159947984
"1d4fH9BBbKwZmq2CJynsuL","others","disgust",85,2,0.0235294117647059,21,1,0.0476190476190476,3871,374,2022,176,0.0966158615344872,0.0870425321463897
"1DCdIWCE5UFiObCsTSpKFv","rock","fear",26,6,0.230769230769231,21,3,0.142857142857143,4766,725,3942,508,0.152119177507344,0.128868594622019
"1DCdIWCE5UFiObCsTSpKFv","rock","sadness",26,3,0.115384615384615,21,4,0.19047619047619,4961,768,4285,582,0.154807498488208,0.135822637106184
"1DCdIWCE5UFiObCsTSpKFv","rock","trust",26,6,0.230769230769231,21,3,0.142857142857143,5165,775,4153,720,0.150048402710552,0.173368649169275
"1DCdIWCE5UFiObCsTSpKFv","rock","anger",26,5,0.192307692307692,21,4,0.19047619047619,4616,583,3964,426,0.126299826689775,0.107467204843592
"1DCdIWCE5UFiObCsTSpKFv","rock","surprise",26,2,0.0769230769230769,21,1,0.0476190476190476,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1DCdIWCE5UFiObCsTSpKFv","rock","anticipation",26,3,0.115384615384615,21,2,0.0952380952380952,5107,825,4337,738,0.161542980223223,0.170163707632004
"1DCdIWCE5UFiObCsTSpKFv","rock","joy",26,1,0.0384615384615385,21,2,0.0952380952380952,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1DCdIWCE5UFiObCsTSpKFv","rock","disgust",0,0,0,21,2,0.0952380952380952,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1dX6oGAG5PaexuPj29PsYd","rock","sadness",25,2,0.08,60,7,0.116666666666667,4961,768,4285,582,0.154807498488208,0.135822637106184
"1dX6oGAG5PaexuPj29PsYd","rock","anticipation",25,3,0.12,60,8,0.133333333333333,5107,825,4337,738,0.161542980223223,0.170163707632004
"1dX6oGAG5PaexuPj29PsYd","rock","joy",25,6,0.24,60,12,0.2,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1dX6oGAG5PaexuPj29PsYd","rock","surprise",25,6,0.24,60,9,0.15,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1dX6oGAG5PaexuPj29PsYd","rock","trust",25,7,0.28,60,12,0.2,5165,775,4153,720,0.150048402710552,0.173368649169275
"1dX6oGAG5PaexuPj29PsYd","rock","fear",25,1,0.04,60,5,0.0833333333333333,4766,725,3942,508,0.152119177507344,0.128868594622019
"1dX6oGAG5PaexuPj29PsYd","rock","anger",0,0,0,60,2,0.0333333333333333,4616,583,3964,426,0.126299826689775,0.107467204843592
"1dX6oGAG5PaexuPj29PsYd","rock","disgust",0,0,0,60,5,0.0833333333333333,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1eK4KsyjAzr2xJ86Tj5SWa","metal","sadness",33,6,0.181818181818182,0,0,0,1714,269,1342,190,0.156942823803967,0.141579731743666
"1eK4KsyjAzr2xJ86Tj5SWa","metal","anger",33,7,0.212121212121212,0,0,0,1705,283,1313,175,0.165982404692082,0.133282559025133
"1eK4KsyjAzr2xJ86Tj5SWa","metal","anticipation",33,2,0.0606060606060606,4,2,0.5,1774,241,1364,181,0.135851183765502,0.132697947214076
"1eK4KsyjAzr2xJ86Tj5SWa","metal","disgust",33,5,0.151515151515152,0,0,0,1645,156,1226,132,0.0948328267477204,0.107667210440457
"1eK4KsyjAzr2xJ86Tj5SWa","metal","fear",33,7,0.212121212121212,0,0,0,1775,335,1268,181,0.188732394366197,0.142744479495268
"1eK4KsyjAzr2xJ86Tj5SWa","metal","joy",33,2,0.0606060606060606,4,2,0.5,1747,219,1378,237,0.125357756153406,0.171988388969521
"1eK4KsyjAzr2xJ86Tj5SWa","metal","surprise",33,2,0.0606060606060606,0,0,0,1542,153,1176,106,0.0992217898832685,0.0901360544217687
"1eK4KsyjAzr2xJ86Tj5SWa","metal","trust",33,2,0.0606060606060606,0,0,0,1798,210,1379,230,0.116796440489433,0.166787527193619
"1Ewkl1ys052xqnnCGPssbv","others","anticipation",76,17,0.223684210526316,56,12,0.214285714285714,5642,882,2647,453,0.156327543424318,0.171137136380808
"1Ewkl1ys052xqnnCGPssbv","others","fear",76,15,0.197368421052632,56,6,0.107142857142857,5023,494,2321,260,0.0983476010352379,0.11202068074106
"1Ewkl1ys052xqnnCGPssbv","others","joy",76,15,0.197368421052632,56,18,0.321428571428571,5672,1445,2675,563,0.254760225669958,0.210467289719626
"1Ewkl1ys052xqnnCGPssbv","others","trust",76,21,0.276315789473684,56,15,0.267857142857143,5662,1134,2629,493,0.200282585658778,0.187523773297832
"1Ewkl1ys052xqnnCGPssbv","others","surprise",76,2,0.0263157894736842,56,1,0.0178571428571429,5072,420,2403,269,0.082807570977918,0.111943404078236
"1Ewkl1ys052xqnnCGPssbv","others","anger",76,2,0.0263157894736842,56,1,0.0178571428571429,4616,430,2307,255,0.0931542461005199,0.110533159947984
"1Ewkl1ys052xqnnCGPssbv","others","disgust",76,2,0.0263157894736842,56,2,0.0357142857142857,3871,374,2022,176,0.0966158615344872,0.0870425321463897
"1Ewkl1ys052xqnnCGPssbv","others","sadness",76,2,0.0263157894736842,56,1,0.0178571428571429,5319,573,2464,271,0.107727016356458,0.109983766233766
"1FE45v3BxmGjFiDwuSpeDJ","others","anger",12,2,0.166666666666667,6,1,0.166666666666667,4616,430,2307,255,0.0931542461005199,0.110533159947984
"1FE45v3BxmGjFiDwuSpeDJ","others","anticipation",12,3,0.25,6,1,0.166666666666667,5642,882,2647,453,0.156327543424318,0.171137136380808
"1FE45v3BxmGjFiDwuSpeDJ","others","joy",12,3,0.25,6,1,0.166666666666667,5672,1445,2675,563,0.254760225669958,0.210467289719626
"1FE45v3BxmGjFiDwuSpeDJ","others","fear",12,1,0.0833333333333333,0,0,0,5023,494,2321,260,0.0983476010352379,0.11202068074106
"1FE45v3BxmGjFiDwuSpeDJ","others","sadness",12,1,0.0833333333333333,0,0,0,5319,573,2464,271,0.107727016356458,0.109983766233766
"1FE45v3BxmGjFiDwuSpeDJ","others","trust",12,1,0.0833333333333333,6,1,0.166666666666667,5662,1134,2629,493,0.200282585658778,0.187523773297832
"1FE45v3BxmGjFiDwuSpeDJ","others","surprise",12,1,0.0833333333333333,6,1,0.166666666666667,5072,420,2403,269,0.082807570977918,0.111943404078236
"1FE45v3BxmGjFiDwuSpeDJ","others","disgust",0,0,0,6,1,0.166666666666667,3871,374,2022,176,0.0966158615344872,0.0870425321463897
"1Fu3gq55GH3P6OF352rEIc","rock","trust",18,5,0.277777777777778,25,8,0.32,5165,775,4153,720,0.150048402710552,0.173368649169275
"1Fu3gq55GH3P6OF352rEIc","rock","sadness",18,4,0.222222222222222,25,3,0.12,4961,768,4285,582,0.154807498488208,0.135822637106184
"1Fu3gq55GH3P6OF352rEIc","rock","surprise",18,2,0.111111111111111,25,1,0.04,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1Fu3gq55GH3P6OF352rEIc","rock","fear",18,2,0.111111111111111,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"1Fu3gq55GH3P6OF352rEIc","rock","anticipation",18,2,0.111111111111111,25,3,0.12,5107,825,4337,738,0.161542980223223,0.170163707632004
"1Fu3gq55GH3P6OF352rEIc","rock","joy",18,2,0.111111111111111,25,8,0.32,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1Fu3gq55GH3P6OF352rEIc","rock","anger",18,1,0.0555555555555556,25,1,0.04,4616,583,3964,426,0.126299826689775,0.107467204843592
"1Fu3gq55GH3P6OF352rEIc","rock","disgust",0,0,0,25,1,0.04,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1H5a6C6jqWN6XQI0Unq7W3","metal","anticipation",72,18,0.25,23,2,0.0869565217391304,1774,241,1364,181,0.135851183765502,0.132697947214076
"1H5a6C6jqWN6XQI0Unq7W3","metal","disgust",72,6,0.0833333333333333,23,4,0.173913043478261,1645,156,1226,132,0.0948328267477204,0.107667210440457
"1H5a6C6jqWN6XQI0Unq7W3","metal","fear",72,13,0.180555555555556,23,4,0.173913043478261,1775,335,1268,181,0.188732394366197,0.142744479495268
"1H5a6C6jqWN6XQI0Unq7W3","metal","joy",72,8,0.111111111111111,23,1,0.0434782608695652,1747,219,1378,237,0.125357756153406,0.171988388969521
"1H5a6C6jqWN6XQI0Unq7W3","metal","sadness",72,8,0.111111111111111,23,2,0.0869565217391304,1714,269,1342,190,0.156942823803967,0.141579731743666
"1H5a6C6jqWN6XQI0Unq7W3","metal","surprise",72,8,0.111111111111111,23,4,0.173913043478261,1542,153,1176,106,0.0992217898832685,0.0901360544217687
"1H5a6C6jqWN6XQI0Unq7W3","metal","trust",72,5,0.0694444444444444,23,2,0.0869565217391304,1798,210,1379,230,0.116796440489433,0.166787527193619
"1H5a6C6jqWN6XQI0Unq7W3","metal","anger",72,6,0.0833333333333333,23,4,0.173913043478261,1705,283,1313,175,0.165982404692082,0.133282559025133
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","anger",65,16,0.246153846153846,24,1,0.0416666666666667,6871,750,5373,540,0.109154417115413,0.100502512562814
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","disgust",65,11,0.169230769230769,0,0,0,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","fear",65,11,0.169230769230769,24,1,0.0416666666666667,7215,859,5448,626,0.119057519057519,0.114904552129222
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","sadness",65,11,0.169230769230769,24,1,0.0416666666666667,7201,898,5888,701,0.124704902096931,0.119055706521739
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","anticipation",65,6,0.0923076923076923,24,7,0.291666666666667,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","joy",65,4,0.0615384615384615,24,7,0.291666666666667,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","surprise",65,2,0.0307692307692308,24,1,0.0416666666666667,7019,701,5820,627,0.0998717766063542,0.107731958762887
"1Hfm2cnD1jjv1Fl7tBGTQW","pop","trust",65,4,0.0615384615384615,24,6,0.25,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"1hh4GY1zM7SUAyM3a2ziH5","punk","anticipation",14,1,0.0714285714285714,13,3,0.230769230769231,1129,225,790,127,0.199291408325952,0.160759493670886
"1hh4GY1zM7SUAyM3a2ziH5","punk","trust",14,1,0.0714285714285714,13,2,0.153846153846154,1073,187,797,156,0.174277726001864,0.19573400250941
"1hh4GY1zM7SUAyM3a2ziH5","punk","anger",14,3,0.214285714285714,0,0,0,967,117,746,72,0.120992761116856,0.096514745308311
"1hh4GY1zM7SUAyM3a2ziH5","punk","fear",14,3,0.214285714285714,13,1,0.0769230769230769,926,128,741,84,0.138228941684665,0.11336032388664
"1hh4GY1zM7SUAyM3a2ziH5","punk","sadness",14,6,0.428571428571429,13,1,0.0769230769230769,1006,122,792,104,0.121272365805169,0.131313131313131
"1hh4GY1zM7SUAyM3a2ziH5","punk","joy",0,0,0,13,4,0.307692307692308,1090,156,799,160,0.143119266055046,0.200250312891114
"1hh4GY1zM7SUAyM3a2ziH5","punk","surprise",0,0,0,13,2,0.153846153846154,969,118,736,77,0.121775025799794,0.104619565217391
"1HM9uVbB4DVQh0QlwY7W6v","rock","anger",36,9,0.25,0,0,0,4616,583,3964,426,0.126299826689775,0.107467204843592
"1HM9uVbB4DVQh0QlwY7W6v","rock","disgust",36,9,0.25,0,0,0,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1HM9uVbB4DVQh0QlwY7W6v","rock","fear",36,9,0.25,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"1HM9uVbB4DVQh0QlwY7W6v","rock","sadness",36,9,0.25,0,0,0,4961,768,4285,582,0.154807498488208,0.135822637106184
"1HOMkjp0nHMaTnfAkslCQj","rock","anger",16,1,0.0625,17,3,0.176470588235294,4616,583,3964,426,0.126299826689775,0.107467204843592
"1HOMkjp0nHMaTnfAkslCQj","rock","anticipation",16,1,0.0625,0,0,0,5107,825,4337,738,0.161542980223223,0.170163707632004
"1HOMkjp0nHMaTnfAkslCQj","rock","disgust",16,4,0.25,17,1,0.0588235294117647,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1HOMkjp0nHMaTnfAkslCQj","rock","fear",16,2,0.125,17,4,0.235294117647059,4766,725,3942,508,0.152119177507344,0.128868594622019
"1HOMkjp0nHMaTnfAkslCQj","rock","joy",16,1,0.0625,0,0,0,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1HOMkjp0nHMaTnfAkslCQj","rock","sadness",16,4,0.25,17,4,0.235294117647059,4961,768,4285,582,0.154807498488208,0.135822637106184
"1HOMkjp0nHMaTnfAkslCQj","rock","surprise",16,2,0.125,17,1,0.0588235294117647,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1HOMkjp0nHMaTnfAkslCQj","rock","trust",16,1,0.0625,17,4,0.235294117647059,5165,775,4153,720,0.150048402710552,0.173368649169275
"1IqFh00G2kvvMm8pRMpehA","rock","anger",29,3,0.103448275862069,0,0,0,4616,583,3964,426,0.126299826689775,0.107467204843592
"1IqFh00G2kvvMm8pRMpehA","rock","disgust",29,3,0.103448275862069,0,0,0,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1IqFh00G2kvvMm8pRMpehA","rock","joy",29,4,0.137931034482759,7,4,0.571428571428571,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1IqFh00G2kvvMm8pRMpehA","rock","surprise",29,3,0.103448275862069,0,0,0,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1IqFh00G2kvvMm8pRMpehA","rock","trust",29,7,0.241379310344828,7,2,0.285714285714286,5165,775,4153,720,0.150048402710552,0.173368649169275
"1IqFh00G2kvvMm8pRMpehA","rock","anticipation",29,3,0.103448275862069,7,1,0.142857142857143,5107,825,4337,738,0.161542980223223,0.170163707632004
"1IqFh00G2kvvMm8pRMpehA","rock","fear",29,4,0.137931034482759,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"1IqFh00G2kvvMm8pRMpehA","rock","sadness",29,2,0.0689655172413793,0,0,0,4961,768,4285,582,0.154807498488208,0.135822637106184
"1JcGNoiwifg0MdJMVgJQYx","rock","joy",57,3,0.0526315789473684,6,1,0.166666666666667,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1JcGNoiwifg0MdJMVgJQYx","rock","trust",57,4,0.0701754385964912,6,3,0.5,5165,775,4153,720,0.150048402710552,0.173368649169275
"1JcGNoiwifg0MdJMVgJQYx","rock","fear",57,17,0.298245614035088,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"1JcGNoiwifg0MdJMVgJQYx","rock","anticipation",57,17,0.298245614035088,6,1,0.166666666666667,5107,825,4337,738,0.161542980223223,0.170163707632004
"1JcGNoiwifg0MdJMVgJQYx","rock","anger",57,16,0.280701754385965,0,0,0,4616,583,3964,426,0.126299826689775,0.107467204843592
"1JcGNoiwifg0MdJMVgJQYx","rock","surprise",0,0,0,6,1,0.166666666666667,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1jMaB19DiVR8OihLSuYFOt","rock","joy",59,5,0.0847457627118644,8,1,0.125,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1jMaB19DiVR8OihLSuYFOt","rock","sadness",59,15,0.254237288135593,0,0,0,4961,768,4285,582,0.154807498488208,0.135822637106184
"1jMaB19DiVR8OihLSuYFOt","rock","anger",59,10,0.169491525423729,0,0,0,4616,583,3964,426,0.126299826689775,0.107467204843592
"1jMaB19DiVR8OihLSuYFOt","rock","disgust",59,12,0.203389830508475,0,0,0,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1jMaB19DiVR8OihLSuYFOt","rock","fear",59,11,0.186440677966102,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"1jMaB19DiVR8OihLSuYFOt","rock","anticipation",59,3,0.0508474576271186,8,3,0.375,5107,825,4337,738,0.161542980223223,0.170163707632004
"1jMaB19DiVR8OihLSuYFOt","rock","surprise",59,1,0.0169491525423729,8,3,0.375,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1jMaB19DiVR8OihLSuYFOt","rock","trust",59,2,0.0338983050847458,8,1,0.125,5165,775,4153,720,0.150048402710552,0.173368649169275
"1JTewgSxH7jQjolSwCn69u","rock","surprise",91,14,0.153846153846154,0,0,0,4262,416,4106,431,0.0976067573908963,0.104968339016074
"1JTewgSxH7jQjolSwCn69u","rock","sadness",91,19,0.208791208791209,0,0,0,4961,768,4285,582,0.154807498488208,0.135822637106184
"1JTewgSxH7jQjolSwCn69u","rock","anticipation",91,14,0.153846153846154,2,1,0.5,5107,825,4337,738,0.161542980223223,0.170163707632004
"1JTewgSxH7jQjolSwCn69u","rock","joy",91,12,0.131868131868132,0,0,0,5201,1040,4193,798,0.199961545856566,0.190317195325543
"1JTewgSxH7jQjolSwCn69u","rock","trust",91,12,0.131868131868132,0,0,0,5165,775,4153,720,0.150048402710552,0.173368649169275
"1JTewgSxH7jQjolSwCn69u","rock","anger",91,6,0.0659340659340659,0,0,0,4616,583,3964,426,0.126299826689775,0.107467204843592
"1JTewgSxH7jQjolSwCn69u","rock","fear",91,14,0.153846153846154,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"1JTewgSxH7jQjolSwCn69u","rock","disgust",0,0,0,2,1,0.5,3980,404,3512,334,0.101507537688442,0.0951025056947608
"1jvqZQtbBGK5GJCGT615ao","punk","trust",14,2,0.142857142857143,27,5,0.185185185185185,1073,187,797,156,0.174277726001864,0.19573400250941
"1jvqZQtbBGK5GJCGT615ao","punk","fear",14,2,0.142857142857143,27,3,0.111111111111111,926,128,741,84,0.138228941684665,0.11336032388664
"1jvqZQtbBGK5GJCGT615ao","punk","anger",14,7,0.5,27,2,0.0740740740740741,967,117,746,72,0.120992761116856,0.096514745308311
"1jvqZQtbBGK5GJCGT615ao","punk","sadness",14,1,0.0714285714285714,27,2,0.0740740740740741,1006,122,792,104,0.121272365805169,0.131313131313131
"1jvqZQtbBGK5GJCGT615ao","punk","anticipation",14,1,0.0714285714285714,27,5,0.185185185185185,1129,225,790,127,0.199291408325952,0.160759493670886
"1jvqZQtbBGK5GJCGT615ao","punk","joy",14,1,0.0714285714285714,27,7,0.259259259259259,1090,156,799,160,0.143119266055046,0.200250312891114
"1jvqZQtbBGK5GJCGT615ao","punk","disgust",0,0,0,27,1,0.037037037037037,880,109,571,56,0.123863636363636,0.0980735551663748
"1jvqZQtbBGK5GJCGT615ao","punk","surprise",0,0,0,27,2,0.0740740740740741,969,118,736,77,0.121775025799794,0.104619565217391
"1Jwc3ODLQxtbnS8M9TflSP","pop","joy",7,3,0.428571428571429,0,0,0,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"1Jwc3ODLQxtbnS8M9TflSP","pop","anticipation",7,2,0.285714285714286,0,0,0,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"1Jwc3ODLQxtbnS8M9TflSP","pop","trust",7,1,0.142857142857143,7,3,0.428571428571429,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"1Jwc3ODLQxtbnS8M9TflSP","pop","fear",7,1,0.142857142857143,7,1,0.142857142857143,7215,859,5448,626,0.119057519057519,0.114904552129222
"1Jwc3ODLQxtbnS8M9TflSP","pop","anger",0,0,0,7,2,0.285714285714286,6871,750,5373,540,0.109154417115413,0.100502512562814
"1Jwc3ODLQxtbnS8M9TflSP","pop","sadness",0,0,0,7,1,0.142857142857143,7201,898,5888,701,0.124704902096931,0.119055706521739
"1Ka4sX789wNftDGgjCO2h7","metal","sadness",38,9,0.236842105263158,43,5,0.116279069767442,1714,269,1342,190,0.156942823803967,0.141579731743666
"1Ka4sX789wNftDGgjCO2h7","metal","anger",38,6,0.157894736842105,43,6,0.13953488372093,1705,283,1313,175,0.165982404692082,0.133282559025133
"1Ka4sX789wNftDGgjCO2h7","metal","fear",38,7,0.184210526315789,43,6,0.13953488372093,1775,335,1268,181,0.188732394366197,0.142744479495268
"1Ka4sX789wNftDGgjCO2h7","metal","anticipation",38,4,0.105263157894737,43,3,0.0697674418604651,1774,241,1364,181,0.135851183765502,0.132697947214076
"1Ka4sX789wNftDGgjCO2h7","metal","joy",38,4,0.105263157894737,43,9,0.209302325581395,1747,219,1378,237,0.125357756153406,0.171988388969521
"1Ka4sX789wNftDGgjCO2h7","metal","trust",38,4,0.105263157894737,43,6,0.13953488372093,1798,210,1379,230,0.116796440489433,0.166787527193619
"1Ka4sX789wNftDGgjCO2h7","metal","disgust",38,2,0.0526315789473684,43,6,0.13953488372093,1645,156,1226,132,0.0948328267477204,0.107667210440457
"1Ka4sX789wNftDGgjCO2h7","metal","surprise",38,2,0.0526315789473684,43,2,0.0465116279069767,1542,153,1176,106,0.0992217898832685,0.0901360544217687
"1kM2VS4HfIU6gNl1LTOQk0","metal","joy",6,3,0.5,75,11,0.146666666666667,1747,219,1378,237,0.125357756153406,0.171988388969521
"1kM2VS4HfIU6gNl1LTOQk0","metal","trust",6,3,0.5,75,9,0.12,1798,210,1379,230,0.116796440489433,0.166787527193619
"1kM2VS4HfIU6gNl1LTOQk0","metal","anger",0,0,0,75,8,0.106666666666667,1705,283,1313,175,0.165982404692082,0.133282559025133
"1kM2VS4HfIU6gNl1LTOQk0","metal","anticipation",0,0,0,75,8,0.106666666666667,1774,241,1364,181,0.135851183765502,0.132697947214076
"1kM2VS4HfIU6gNl1LTOQk0","metal","disgust",0,0,0,75,7,0.0933333333333333,1645,156,1226,132,0.0948328267477204,0.107667210440457
"1kM2VS4HfIU6gNl1LTOQk0","metal","fear",0,0,0,75,12,0.16,1775,335,1268,181,0.188732394366197,0.142744479495268
